date,market,Eggs (local),Tomatoes (local),duplicate
2021-01-15,Paung Toke,1300,1300,TRUE
2021-01-15,Ah Nauk Pyin,2000,2000,TRUE
2021-01-15,Ah Nauk Ywe,1700,1700,TRUE
2021-01-15,Kyaukpyu Main,1000,1000,TRUE
2021-01-15,Kyein Ni Pyin,1700,1700,TRUE
2021-01-15,Nget Chaung,1700,1700,TRUE
2021-01-15,Nyaung Pin Gyi,2000,2000,TRUE
2021-01-15,Rathedaung,1250,1250,TRUE
2021-01-15,Say Tha Mar Gyi,1250,1250,TRUE
2021-01-15,Sin Tet Maw,1700,1700,TRUE
2021-01-15,Thae Chaung,1475,1475,TRUE
2021-01-15,Thet Kay Pyin,1250,1250,TRUE
2021-01-15,Home shop,1667,1667,TRUE
2021-01-15,Lahe,1650,1650,TRUE
2021-01-15,Mingalar market,1400,1400,TRUE
2021-01-15,Municipal,1667,1667,TRUE
2021-01-15,Myoma,1575,1575,TRUE
2021-01-15,Mong Pawk,2060,2060,TRUE
2021-01-15,Ban Wai,2060,2060,TRUE
2021-01-15,Lin Haw,2060,2060,TRUE
2021-01-15,Namtu,1100,1100,TRUE
2021-01-15,Galeng,1200,1200,TRUE
2021-01-15,Lashio Market,1000,1000,TRUE
2021-01-15,Laukkaing,1643,1643,TRUE
2021-01-15,Dein Aw,2060,2060,TRUE
2021-01-15,Nawng Hkit,2060,2060,TRUE
2021-01-15,Kutkai,1200,1200,TRUE
2021-01-15,Mong See,1500,1500,TRUE
2021-01-15,Nam Hpat Kar,1100,1100,TRUE
2021-01-15,Namhkam Market,1170,1170,TRUE
2021-01-15,Kan Nar Market,1250,1250,TRUE
2021-01-15,Yebyu Market,1200,1200,TRUE
2021-02-15,Tedim Municipal Market,1286,1286,TRUE
2021-02-15,Tonzang,1430,1430,TRUE
2021-02-15,Hakha Myoma Market,1250,1250,TRUE
2021-02-15,Raldunn Market,1250,1250,TRUE
2021-02-15,Paletwa Myoma Market,1429,1429,TRUE
2021-02-15,Sanbaung,1250,1250,TRUE
2021-02-15,Kanpetlet,1250,1250,TRUE
2021-02-15,Mindat Myoma Market,1000,1000,TRUE
2021-02-15,Bhamo Market,1125,1125,TRUE
2021-02-15,Loijie,1500,1500,TRUE
2021-02-15,Man Wein Gyi,1200,1200,TRUE
2021-02-15,Mansi,1250,1250,TRUE
2021-02-15,Momauk,1200,1200,TRUE
2021-02-15,Shwegu,1100,1100,TRUE
2021-02-15,Hpakant Market,1075,1075,TRUE
2021-02-15,Monyin Market,1250,1250,TRUE
2021-02-15,Sadung,1500,1500,TRUE
2021-02-15,Sanpya ward,1400,1400,TRUE
2021-02-15,Tanai Market,1250,1250,TRUE
2021-02-15,Waingmaw Myoma Market,1300,1300,TRUE
2021-02-15,Thiri Mingalar Market,1167,1167,TRUE
2021-02-15,Thiri Market,1300,1300,TRUE
2021-02-15,Kanthar,1200,1200,TRUE
2021-02-15,Natmauk Myoma Market,1100,1100,TRUE
2021-02-15,Minbu Myo Ma Market,1067,1067,TRUE
2021-02-15,Pakokku Myo Ma Market,1000,1000,TRUE
2021-02-15,Mya Thida,1200,1200,TRUE
2021-02-15,Zay Cho,1200,1200,TRUE
2021-02-15,Bilin Myo Ma Market,1200,1200,TRUE
2021-02-15,Buthidaung,1377,1377,TRUE
2021-02-15,Ka Nyin Tan,1500,1500,TRUE
2021-02-15,Maungdaw,1500,1500,TRUE
2021-02-15,Nyaung Chung,1500,1500,TRUE
2021-02-15,Kin Seik,1250,1250,TRUE
2021-02-15,Laung Kyet,1300,1300,TRUE
2021-02-15,Minbya Main,1250,1250,TRUE
2021-02-15,Myebon Main,1450,1450,TRUE
2021-02-15,Na Rat Sar,1200,1200,TRUE
2021-02-15,Paung Toke,1300,1300,TRUE
2021-02-15,Ah Nauk Pyin,2000,2000,TRUE
2021-02-15,Ah Nauk Ywe,1700,1700,TRUE
2021-02-15,Kyaukpyu Main,1200,1200,TRUE
2021-02-15,Kyein Ni Pyin,1700,1700,TRUE
2021-02-15,Nget Chaung,1700,1700,TRUE
2021-02-15,Nyaung Pin Gyi,2000,2000,TRUE
2021-02-15,Rathedaung,1225,1225,TRUE
2021-02-15,Say Tha Mar Gyi,1700,1700,TRUE
2021-02-15,Sin Tet Maw,1700,1700,TRUE
2021-02-15,Thae Chaung,1375,1375,TRUE
2021-02-15,Thet Kay Pyin,1250,1250,TRUE
2021-02-15,Toungup Main,1150,1150,TRUE
2021-02-15,Home shop,1667,1667,TRUE
2021-02-15,Lahe,1643,1643,TRUE
2021-02-15,Mingalar market,1400,1400,TRUE
2021-02-15,Municipal,1667,1667,TRUE
2021-02-15,Myoma,1575,1575,TRUE
2021-02-15,Mong Pawk,2220,2220,TRUE
2021-02-15,Ban Wai,1892,1892,TRUE
2021-02-15,Lin Haw,1891,1891,TRUE
2021-02-15,Namtu,1200,1200,TRUE
2021-02-15,Galeng,1200,1200,TRUE
2021-02-15,Lashio Market,1200,1200,TRUE
2021-02-15,Konkyan,1200,1200,TRUE
2021-02-15,Laukkaing,1629,1629,TRUE
2021-02-15,Dein Aw,2220,2220,TRUE
2021-02-15,Nawng Hkit,1891,1891,TRUE
2021-02-15,Kutkai,1200,1200,TRUE
2021-02-15,Mong See,1500,1500,TRUE
2021-02-15,Nam Hpat Kar,1300,1300,TRUE
2021-02-15,Kan Nar Market,1275,1275,TRUE
2021-02-15,Yebyu Market,1200,1200,TRUE
2021-03-15,Tedim Municipal Market,1250,1250,TRUE
2021-03-15,Tonzang,1370,1370,TRUE
2021-03-15,Hakha Myoma Market,1250,1250,TRUE
2021-03-15,Raldunn Market,1250,1250,TRUE
2021-03-15,Paletwa Myoma Market,1428.57,1428.57,TRUE
2021-03-15,Sanbaung,1250,1250,TRUE
2021-03-15,Kanpetlet,1250,1250,TRUE
2021-03-15,Mindat Myoma Market,1000,1000,TRUE
2021-03-15,Bhamo Market,1125,1125,TRUE
2021-03-15,Man Wein Gyi,1150,1150,TRUE
2021-03-15,Hpakant Market,1100,1100,TRUE
2021-03-15,Monyin Market,1250,1250,TRUE
2021-03-15,Sanpya ward,1300,1300,TRUE
2021-03-15,Tanai Market,1233.33,1233.33,TRUE
2021-03-15,Thiri Mingalar Market,1200,1200,TRUE
2021-03-15,Thiri Market,1300,1300,TRUE
2021-03-15,Kanthar,1000,1000,TRUE
2021-03-15,Natmauk Myoma Market,1000,1000,TRUE
2021-03-15,Minbu Myo Ma Market,1000,1000,TRUE
2021-03-15,Pakokku Myo Ma Market,1033.33,1033.33,TRUE
2021-03-15,Mya Thida,1200,1200,TRUE
2021-03-15,Zay Cho,1200,1200,TRUE
2021-03-15,Bilin Myo Ma Market,1200,1200,TRUE
2021-03-15,Kyauk Ta Lone,1250,1250,TRUE
2021-03-15,Buthidaung,1250,1250,TRUE
2021-03-15,Ka Nyin Tan,1300,1300,TRUE
2021-03-15,Nyaung Chung,1400,1400,TRUE
2021-03-15,Ahpauk Wa,1250,1250,TRUE
2021-03-15,Kin Seik,1250,1250,TRUE
2021-03-15,Laung Kyet,1100,1100,TRUE
2021-03-15,Minbya Main,1250,1250,TRUE
2021-03-15,Myebon Main,1250,1250,TRUE
2021-03-15,Na Rat Sar,1100,1100,TRUE
2021-03-15,Paung Toke,1300,1300,TRUE
2021-03-15,Ah Nauk Pyin,2000,2000,TRUE
2021-03-15,Kyaukpyu Main,1100,1100,TRUE
2021-03-15,Kyein Ni Pyin,1700,1700,TRUE
2021-03-15,Nget Chaung,1700,1700,TRUE
2021-03-15,Nyaung Pin Gyi,2000,2000,TRUE
2021-03-15,Rathedaung,1150,1150,TRUE
2021-03-15,Sin Tet Maw,1700,1700,TRUE
2021-03-15,Sittwe,1100,1100,TRUE
2021-03-15,Thae Chaung,1250,1250,TRUE
2021-03-15,Thet Kay Pyin,1250,1250,TRUE
2021-03-15,Toungup Main,1400,1400,TRUE
2021-03-15,Home shop,1667,1667,TRUE
2021-03-15,Lahe,1667,1667,TRUE
2021-03-15,Mingalar market,1400,1400,TRUE
2021-03-15,Municipal,1667,1667,TRUE
2021-03-15,Myoma,1550,1550,TRUE
2021-03-15,Mong Pawk,1833,1833,TRUE
2021-03-15,Ban Wai,1760,1760,TRUE
2021-03-15,Lin Haw,1833,1833,TRUE
2021-03-15,Namtu,1200,1200,TRUE
2021-03-15,Galeng,1200,1200,TRUE
2021-03-15,Lashio Market,1200,1200,TRUE
2021-03-15,Konkyan,2000,2000,TRUE
2021-03-15,Laukkaing,2000,2000,TRUE
2021-03-15,Dein Aw,2273,2273,TRUE
2021-03-15,Nawng Hkit,1833,1833,TRUE
2021-03-15,Kutkai,1200,1200,TRUE
2021-03-15,Mong See,1500,1500,TRUE
2021-03-15,Nam Hpat Kar,1300,1300,TRUE
2021-03-15,Namhkam Market,1200,1200,TRUE
2021-03-15,Kan Nar Market,1200,1200,TRUE
2021-03-15,Yebyu Market,1200,1200,TRUE
2021-04-15,Tedim Municipal Market,1250,1250,TRUE
2021-04-15,Tonzang,1430,1430,TRUE
2021-04-15,Hakha Myoma Market,1250,1250,TRUE
2021-04-15,Raldunn Market,1250,1250,TRUE
2021-04-15,Paletwa Myoma Market,1428.57,1428.57,TRUE
2021-04-15,Sanbaung,1250,1250,TRUE
2021-04-15,Kanpetlet,1250,1250,TRUE
2021-04-15,Mindat Myoma Market,1000,1000,TRUE
2021-04-15,Bhamo,1150,1150,TRUE
2021-04-15,Loijie,1520,1520,TRUE
2021-04-15,Man Wein Gyi,1300,1300,TRUE
2021-04-15,Momauk,1300,1300,TRUE
2021-04-15,Shwegu,1225,1225,TRUE
2021-04-15,Hpakant Market,1100,1100,TRUE
2021-04-15,Mogaung Market,1250,1250,TRUE
2021-04-15,Monyin Market,1250,1250,TRUE
2021-04-15,Myitkyina Myoma Market,1266.67,1266.67,TRUE
2021-04-15,Sadung,1200,1200,TRUE
2021-04-15,Sanpya ward,1400,1400,TRUE
2021-04-15,Tanai Market,1250,1250,TRUE
2021-04-15,Waingmaw Myoma Market,1200,1200,TRUE
2021-04-15,Thiri Mingalar Market,1166.67,1166.67,TRUE
2021-04-15,Thiri Market,1200,1200,TRUE
2021-04-15,Kanthar,1200,1200,TRUE
2021-04-15,Natmauk Myoma Market,1000,1000,TRUE
2021-04-15,Minbu Myo Ma Market,1200,1200,TRUE
2021-04-15,Pakokku Myo Ma Market,1133.33,1133.33,TRUE
2021-04-15,Mya Thida,1200,1200,TRUE
2021-04-15,Zay Cho,1200,1200,TRUE
2021-04-15,Bilin Myo Ma Market,1200,1200,TRUE
2021-04-15,Kyauk Ta Lone,1500,1500,TRUE
2021-04-15,Buthidaung,1680,1680,TRUE
2021-04-15,Nyaung Chung,1833.33,1833.33,TRUE
2021-04-15,Ahpauk Wa,1250,1250,TRUE
2021-04-15,Kin Seik,1250,1250,TRUE
2021-04-15,Laung Kyet,1200,1200,TRUE
2021-04-15,Minbya Main,1250,1250,TRUE
2021-04-15,Myebon Main,1250,1250,TRUE
2021-04-15,Paung Toke,1200,1200,TRUE
2021-04-15,Ah Nauk Pyin,2000,2000,TRUE
2021-04-15,Kyaukpyu Main,1250,1250,TRUE
2021-04-15,Nget Chaung,1500,1500,TRUE
2021-04-15,Rathedaung,1633.33,1633.33,TRUE
2021-04-15,Sin Tet Maw,1700,1700,TRUE
2021-04-15,Sittwe,1250,1250,TRUE
2021-04-15,Thae Chaung,1250,1250,TRUE
2021-04-15,Thet Kay Pyin,1250,1250,TRUE
2021-04-15,Toungup Main,1400,1400,TRUE
2021-04-15,Home shop,1667,1667,TRUE
2021-04-15,Lahe,1667,1667,TRUE
2021-04-15,Mingalar market,1200,1200,TRUE
2021-04-15,Municipal,1667,1667,TRUE
2021-04-15,Myoma,1550,1550,TRUE
2021-04-15,Mong Pawk,1752,1752,TRUE
2021-04-15,Ban Wai,1800,1800,TRUE
2021-04-15,Lin Haw,1874,1874,TRUE
2021-04-15,Manton,910,910,TRUE
2021-04-15,Namtu,1233.33,1233.33,TRUE
2021-04-15,Galeng,1200,1200,TRUE
2021-04-15,Lashio Market,1300,1300,TRUE
2021-04-15,Laukkaing,2000,2000,TRUE
2021-04-15,Dein Aw,1752,1752,TRUE
2021-04-15,Nawng Hkit,1874,1874,TRUE
2021-04-15,Kutkai,1200,1200,TRUE
2021-04-15,Mong See,1500,1500,TRUE
2021-04-15,Nam Hpat Kar,1300,1300,TRUE
2021-04-15,Nam Kam,1325,1325,TRUE
2021-04-15,Kan Nar Market,1200,1200,TRUE
2021-04-15,Yebyu Market,1200,1200,TRUE
2021-05-15,Tedim Municipal Market,1250,1250,TRUE
2021-05-15,Tonzang,1430,1430,TRUE
2021-05-15,Hakha Myoma Market,1250,1250,TRUE
2021-05-15,Raldunn Market,1250,1250,TRUE
2021-05-15,Paletwa Myoma Market,1428.57,1428.57,TRUE
2021-05-15,Sanbaung,1429,1429,TRUE
2021-05-15,Bhamo,1150,1150,TRUE
2021-05-15,Loijie,1500,1500,TRUE
2021-05-15,Man Wein Gyi,1250,1250,TRUE
2021-05-15,Momauk,1300,1300,TRUE
2021-05-15,Shwegu,1200,1200,TRUE
2021-05-15,Hpakant Market,1100,1100,TRUE
2021-05-15,Maw Wan Market,1100,1100,TRUE
2021-05-15,Mogaung Market,1250,1250,TRUE
2021-05-15,Monyin Market,1250,1250,TRUE
2021-05-15,Chipwi Market,1250,1250,TRUE
2021-05-15,Myitkyina Myoma Market,1500,1500,TRUE
2021-05-15,Sadung,1300,1300,TRUE
2021-05-15,Sanpya ward,1400,1400,TRUE
2021-05-15,Tanai Market,1250,1250,TRUE
2021-05-15,Waingmaw Myoma Market,1400,1400,TRUE
2021-05-15,Thiri Mingalar Market,1100,1100,TRUE
2021-05-15,Thiri Market,1300,1300,TRUE
2021-05-15,Kanthar,1200,1200,TRUE
2021-05-15,Natmauk Myoma Market,1000,1000,TRUE
2021-05-15,Minbu Myo Ma Market,1200,1200,TRUE
2021-05-15,Pakokku Myo Ma Market,1133.33,1133.33,TRUE
2021-05-15,Mya Thida,1200,1200,TRUE
2021-05-15,Zay Cho,1200,1200,TRUE
2021-05-15,Bilin Myo Ma Market,1200,1200,TRUE
2021-05-15,Kyauk Ta Lone,1500,1500,TRUE
2021-05-15,Buthidaung,1250,1250,TRUE
2021-05-15,Ka Nyin Tan,1300,1300,TRUE
2021-05-15,Nyaung Chung,1266.67,1266.67,TRUE
2021-05-15,Ahpauk Wa,1300,1300,TRUE
2021-05-15,Kin Seik,1250,1250,TRUE
2021-05-15,Laung Kyet,1500,1500,TRUE
2021-05-15,Minbya Main,1250,1250,TRUE
2021-05-15,Myebon Main,1500,1500,TRUE
2021-05-15,Paung Toke,1500,1500,TRUE
2021-05-15,Ah Nauk Pyin,2000,2000,TRUE
2021-05-15,Ah Nauk Ywe,1400,1400,TRUE
2021-05-15,Kyaukpyu Main,1300,1300,TRUE
2021-05-15,Kyein Ni Pyin,1700,1700,TRUE
2021-05-15,Nget Chaung,1500,1500,TRUE
2021-05-15,Nyaung Pin Gyi,2000,2000,TRUE
2021-05-15,Rathedaung,1400,1400,TRUE
2021-05-15,Say Tha Mar Gyi,1500,1500,TRUE
2021-05-15,Sin Tet Maw,2500,2500,TRUE
2021-05-15,Sittwe,1200,1200,TRUE
2021-05-15,Thae Chaung,1300,1300,TRUE
2021-05-15,Thet Kay Pyin,1500,1500,TRUE
2021-05-15,Toungup Main,1400,1400,TRUE
2021-05-15,Home shop,1667,1667,TRUE
2021-05-15,Lahe,1667,1667,TRUE
2021-05-15,Mingalar market,1400,1400,TRUE
2021-05-15,Municipal,1667,1667,TRUE
2021-05-15,Myoma,1550,1550,TRUE
2021-05-15,Mong Pawk,2041,2041,TRUE
2021-05-15,Lin Haw,2450,2450,TRUE
2021-05-15,Lower Ban Wai,1707,1707,TRUE
2021-05-15,Upper Ban Wai,1707,1707,TRUE
2021-05-15,Manton,1300,1300,TRUE
2021-05-15,Namtu,1200,1200,TRUE
2021-05-15,Galeng,1200,1200,TRUE
2021-05-15,Lashio Market,1300,1300,TRUE
2021-05-15,Laukkaing,2000,2000,TRUE
2021-05-15,Dein Aw,2041,2041,TRUE
2021-05-15,Nawng Hkit,2450,2450,TRUE
2021-05-15,Kutkai,1200,1200,TRUE
2021-05-15,Mong See,1500,1500,TRUE
2021-05-15,Nam Hpat Kar,1300,1300,TRUE
2021-05-15,Nam Kam,1233.33,1233.33,TRUE
2021-05-15,Kan Nar Market,1200,1200,TRUE
2021-05-15,Yebyu Market,1266.67,1266.67,TRUE
2021-06-15,Tedim Municipal Market,1295,1295,TRUE
2021-06-15,Tonzang,1509,1509,TRUE
2021-06-15,Hakha Myoma Market,1250,1250,TRUE
2021-06-15,Raldunn Market,1250,1250,TRUE
2021-06-15,Paletwa Myoma Market,2500,2500,TRUE
2021-06-15,Sanbaung,1429,1429,TRUE
2021-06-15,Bhamo,1150,1150,TRUE
2021-06-15,Loijie,1500,1500,TRUE
2021-06-15,Man Wein Gyi,1333.33,1333.33,TRUE
2021-06-15,Mansi,1300,1300,TRUE
2021-06-15,Momauk,1300,1300,TRUE
2021-06-15,Shwegu,1300,1300,TRUE
2021-06-15,Hpakant Market,1100,1100,TRUE
2021-06-15,Maw Wan Market,1100,1100,TRUE
2021-06-15,Mogaung Market,1250,1250,TRUE
2021-06-15,Monyin Market,1250,1250,TRUE
2021-06-15,Myitkyina Myoma Market,1400,1400,TRUE
2021-06-15,Sadung,1300,1300,TRUE
2021-06-15,Sanpya ward,1400,1400,TRUE
2021-06-15,Tanai Market,1250,1250,TRUE
2021-06-15,Waingmaw Myoma Market,1300,1300,TRUE
2021-06-15,Puta-O Myoma,1650,1650,TRUE
2021-06-15,Thiri Mingalar Market,1183.33,1183.33,TRUE
2021-06-15,Thiri Market,1350,1350,TRUE
2021-06-15,Kanthar,1300,1300,TRUE
2021-06-15,Natmauk Myoma Market,1100,1100,TRUE
2021-06-15,Minbu Myo Ma Market,1250,1250,TRUE
2021-06-15,Pakokku Myo Ma Market,1116.67,1116.67,TRUE
2021-06-15,Mya Thida,1200,1200,TRUE
2021-06-15,Zay Cho,1200,1200,TRUE
2021-06-15,Bilin Myo Ma Market,1200,1200,TRUE
2021-06-15,Kyauk Ta Lone,1500,1500,TRUE
2021-06-15,Buthidaung,1250,1250,TRUE
2021-06-15,Ka Nyin Tan,1300,1300,TRUE
2021-06-15,Nyaung Chung,1300,1300,TRUE
2021-06-15,Ahpauk Wa,1400,1400,TRUE
2021-06-15,Kin Seik,1250,1250,TRUE
2021-06-15,Laung Kyet,1800,1800,TRUE
2021-06-15,Minbya Main,1250,1250,TRUE
2021-06-15,Mrauk-U Main,1800,1800,TRUE
2021-06-15,Myebon Main,1400,1400,TRUE
2021-06-15,Na Rat Sar,2000,2000,TRUE
2021-06-15,Paung Toke,1500,1500,TRUE
2021-06-15,TaungPaw,1500,1500,TRUE
2021-06-15,Ah Nauk Pyin,2000,2000,TRUE
2021-06-15,Ah Nauk Ywe,1700,1700,TRUE
2021-06-15,Kyaukpyu Main,1500,1500,TRUE
2021-06-15,Kyein Ni Pyin,1250,1250,TRUE
2021-06-15,Nget Chaung,1400,1400,TRUE
2021-06-15,Nyaung Pin Gyi,2000,2000,TRUE
2021-06-15,Rathedaung,1450,1450,TRUE
2021-06-15,Say Tha Mar Gyi,1250,1250,TRUE
2021-06-15,Sin Tet Maw,2000,2000,TRUE
2021-06-15,Sittwe,1400,1400,TRUE
2021-06-15,Thae Chaung,1400,1400,TRUE
2021-06-15,Thet Kay Pyin,1250,1250,TRUE
2021-06-15,Gwa Myoma,1250,1250,TRUE
2021-06-15,Toungup Main,1600,1600,TRUE
2021-06-15,Home shop,1667,1667,TRUE
2021-06-15,Lahe,1667,1667,TRUE
2021-06-15,Mingalar market,1466.67,1466.67,TRUE
2021-06-15,Municipal,1667,1667,TRUE
2021-06-15,Myoma,1550,1550,TRUE
2021-06-15,Mong Pawk,2000,2000,TRUE
2021-06-15,Lin Haw,2000,2000,TRUE
2021-06-15,Lower Ban Wai,1750,1750,TRUE
2021-06-15,Upper Ban Wai,1750,1750,TRUE
2021-06-15,Manton,1266.67,1266.67,TRUE
2021-06-15,Namtu,1200,1200,TRUE
2021-06-15,Galeng,1200,1200,TRUE
2021-06-15,Lashio Market,1200,1200,TRUE
2021-06-15,Laukkaing,2000,2000,TRUE
2021-06-15,Dein Aw,2000,2000,TRUE
2021-06-15,Nawng Hkit,2000,2000,TRUE
2021-06-15,Kutkai,1300,1300,TRUE
2021-06-15,Mong See,1500,1500,TRUE
2021-06-15,Nam Hpat Kar,1300,1300,TRUE
2021-06-15,Nam Kam,1350,1350,TRUE
2021-06-15,Kan Nar Market,1200,1200,TRUE
2021-06-15,Yebyu Market,1233.33,1233.33,TRUE
2021-07-15,Tedim Municipal Market,1660,1660,TRUE
2021-07-15,Tonzang,1773,1773,TRUE
2021-07-15,Hakha Myoma Market,1429,1429,TRUE
2021-07-15,Raldunn Market,1429,1429,TRUE
2021-07-15,Paletwa Myoma Market,2500,2500,TRUE
2021-07-15,Sanbaung,1429,1429,TRUE
2021-07-15,Kanpetlet,1429,1429,TRUE
2021-07-15,Man Wein Gyi,1777,1777,TRUE
2021-07-15,Momauk,1700,1700,TRUE
2021-07-15,Shwegu,1600,1600,TRUE
2021-07-15,Hpakant Market,1500,1500,TRUE
2021-07-15,Monyin Market,1817,1817,TRUE
2021-07-15,Sanpya ward,2000,2000,TRUE
2021-07-15,Tanai Market,2000,2000,TRUE
2021-07-15,Waingmaw,1800,1800,TRUE
2021-07-15,Puta-O Myoma,1650,1650,TRUE
2021-07-15,Thiri Mingalar Market,1320,1320,TRUE
2021-07-15,Thiri Market,1500,1500,TRUE
2021-07-15,Kanthar,1500,1500,TRUE
2021-07-15,Natmauk Myoma Market,1500,1500,TRUE
2021-07-15,Minbu Myo Ma Market,1567,1567,TRUE
2021-07-15,Pakokku Myo Ma Market,1550,1550,TRUE
2021-07-15,Mingalar,1533,1533,TRUE
2021-07-15,MyoHaung,1550,1550,TRUE
2021-07-15,YaeNiMyaung,1500,1500,TRUE
2021-07-15,Mya Thida,1800,1800,TRUE
2021-07-15,Zay Cho,1750,1750,TRUE
2021-07-15,Bilin Myo Ma Market,1867,1867,TRUE
2021-07-15,Kyauk Ta Lone,2000,2000,TRUE
2021-07-15,Buthidaung,2000,2000,TRUE
2021-07-15,Ka Nyin Tan,2100,2100,TRUE
2021-07-15,Nyaung Chung,2200,2200,TRUE
2021-07-15,Ahpauk Wa,1700,1700,TRUE
2021-07-15,Kin Seik,1600,1600,TRUE
2021-07-15,Laung Kyet,1800,1800,TRUE
2021-07-15,Minbya Main,1600,1600,TRUE
2021-07-15,Mrauk-U Main,1750,1750,TRUE
2021-07-15,Myebon Main,1660,1660,TRUE
2021-07-15,Na Rat Sar,2000,2000,TRUE
2021-07-15,Paung Toke,1800,1800,TRUE
2021-07-15,Ah Nauk Pyin,2000,2000,TRUE
2021-07-15,Ah Nauk Ywe,1700,1700,TRUE
2021-07-15,Kyaukpyu Main,2000,2000,TRUE
2021-07-15,Kyein Ni Pyin,1700,1700,TRUE
2021-07-15,Nget Chaung,1700,1700,TRUE
2021-07-15,Nyaung Pin Gyi,2000,2000,TRUE
2021-07-15,Rathedaung,2000,2000,TRUE
